,position of first of a pair,position of second of a pair,score of first of a pair,token before the pair,score of the token before the pair,position of max score in saliency map,max score in saliency map,max score token,sum of score between pair,which smile
23,25,28,2.022307126026135e-05,C,1.2550341321748704e-10,25,2.022307126026135e-05,(,2.5174689000095896e-09,5
24,37,40,0.007174540776759386,c,2.603289431135636e-06,37,0.007174540776759386,(,0.0017651692032814026,5
25,42,45,0.01828261837363243,c,3.6316698697191896e-06,42,0.01828261837363243,(,0.0022771612275391817,5
26,10,48,2.2138123279002997e-10,),1.358650691951624e-10,42,0.000138057439471595,(,0.0001779140147846192,5
27,54,56,0.004119726363569498,c,0.0004517890338320285,49,0.04037103429436684,c,0.0,5
28,58,60,2.5932171411113814e-05,c,5.604706984740915e-06,56,0.051012080162763596,),0.0,5
29,5,8,3.697824164927699e-12,C,5.313127981704886e-16,6,1.0634551017574267e-08,=,1.0634551017574267e-08,6
30,20,22,0.005188017152249813,n,0.021393196657299995,13,0.08352164179086685,N,0.0,6
31,14,27,1.3634901208092742e-08,N,7.819000558129119e-09,23,0.41217079758644104,n,0.5297749638557434,6
32,14,16,3.39847258064988e-18,C,2.8233726228312623e-25,14,3.39847258064988e-18,(,0.0,7
33,17,19,6.515691985953254e-09,),4.5893718919566215e-14,17,6.515691985953254e-09,(,0.0,7
34,12,21,0.0,c,0.0,0,0.0,<bos>,0.0,7
35,5,26,1.975830834697992e-43,c,4.0637655465419695e-44,24,1.2882316181651219e-20,2,1.2882316181651219e-20,7
36,28,31,1.0879867970089996e-12,c,9.010796020447742e-07,24,0.00035890890285372734,2,1.1637334429437374e-09,7
37,36,38,0.019152002409100533,C,3.449706491664983e-05,24,0.9375201463699341,2,0.0,7
38,44,48,1.3811188372660914e-27,c,3.981291115557672e-19,46,0.04238276556134224,#,0.04238276556134224,7
39,33,52,3.101487209278275e-07,n,3.5237871287563394e-08,46,0.3242773711681366,#,0.32538965344429016,7
40,5,8,3.697824164927699e-12,C,5.313127981704886e-16,6,1.0634551017574267e-08,=,1.0634551017574267e-08,8
41,35,37,1.3685488727632495e-23,C,8.032786093776891e-28,35,1.3685488727632495e-23,(,0.0,8
42,38,40,1.8898841954821564e-17,),7.332862855369157e-24,38,1.8898841954821564e-17,(,0.0,8
43,33,42,0.0,c,0.0,0,0.0,<bos>,0.0,8
44,27,48,6.599936455131683e-07,c,4.495737115917109e-09,46,0.0006135228322818875,3,0.0010711824288591743,8
45,20,52,3.549718741169272e-08,N,3.141158000374844e-09,48,0.1398269087076187,),0.13996602594852448,8
46,54,57,8.781197123608475e-12,C,3.3417190455770074e-12,54,8.781197123608475e-12,(,6.989329362667995e-13,8
47,59,61,0.17030155658721924,C,0.05520978569984436,59,0.17030155658721924,(,0.0,8
48,18,63,3.38982591996384e-11,c,1.2364036877654527e-11,61,9.741249232320115e-05,),0.000103958576801233,8
49,15,18,6.789172039134428e-05,C,7.856083006352321e-10,15,6.789172039134428e-05,(,9.009990975528126e-08,9
50,3,29,2.1764732082374394e-05,C,8.731114576221444e-06,14,0.44029203057289124,C,0.504543662071228,9
51,35,37,2.1985925082212848e-18,c,1.445065918566357e-18,35,2.1985925082212848e-18,(,0.0,9
52,39,41,2.9967545166303842e-31,c,3.2585142493259815e-36,39,2.9967545166303842e-31,(,0.0,9
