,position of first of a pair,position of second of a pair,score of first of a pair,token before the pair,score of the token before the pair,position of max score in saliency map,max score in saliency map,max score token,sum of score between pair,which smile
5689,20,41,0.0008350278367288411,N,0.0003088308440055698,40,0.8414531350135803,3,0.9974132180213928,1237
5690,10,53,2.1946958139729134e-11,c,3.9381445695631234e-13,52,0.9994052648544312,2,0.9999999403953552,1237
5691,8,10,0.998526930809021,C,3.4489040096064016e-11,8,0.998526930809021,(,0.0014730532420799136,1238
5692,6,13,2.2696309033044307e-17,C,4.147110698320742e-17,12,1.0,O,1.0,1238
5693,24,27,3.332352975374611e-14,C,1.8699837188692332e-17,26,1.0,O,1.0,1238
5694,29,31,3.196361797124908e-42,C,0.0,30,1.0,Cl,1.0,1238
5695,21,33,0.0,c,0.0,32,1.0,Cl,1.0,1238
5696,15,37,1.236546864902266e-07,C,2.8245045413655134e-08,36,0.9967164397239685,2,0.9999992251396179,1238
5697,15,17,0.0056211077608168125,c,0.0007394019630737603,16,0.9059217572212219,N,0.9059217572212219,1239
5698,19,29,8.021392568480223e-05,[n+],0.9994340538978577,18,0.9994340538978577,[n+],0.00046924329944886267,1239
5699,8,40,1.3394638287422822e-08,c,5.946669823231332e-09,33,0.9391685128211975,2,0.9999997019767761,1239
5700,21,24,0.18941588699817657,c,0.003928424324840307,23,0.44584304094314575,C,0.4534655809402466,1240
5701,29,32,6.538213720430619e-11,C,3.305142964871166e-11,31,0.9998791217803955,O,1.0,1240
5702,9,12,2.499124225705668e-13,C,5.039071424532823e-15,11,1.0,O,1.0,1241
5703,14,18,0.0,C,0.0,16,1.0,#,1.0,1241
5704,26,28,1.3340884379431373e-06,c,4.673509357289163e-10,16,0.9447149634361267,#,0.054458148777484894,1241
5705,6,32,2.7268120902590454e-05,c,2.0192032025079243e-05,31,0.6795607805252075,2,0.9998953342437744,1241
5706,4,7,4.895422875961231e-07,C,7.419599512559216e-08,6,0.9999558925628662,O,0.9999982118606567,1242
5707,14,17,9.975652801585966e-07,C,4.485852522773115e-10,16,0.9999990463256836,O,0.9999991059303284,1242
5708,23,25,0.008006051182746887,c,0.0012379449326545,24,0.5047240257263184,C,0.5047240257263184,1242
5709,11,29,0.2586580812931061,c,0.000784057832788676,28,0.6977124214172363,2,0.7184417843818665,1242
5710,38,40,0.006363304797559977,C,3.0833512028038967e-06,39,0.9503557682037354,C,0.9503557682037354,1242
5711,14,26,9.002304068417288e-06,c,2.7777787181548774e-06,2,0.7913265824317932,S,0.20781922340393066,1243
5712,7,30,2.970960792936239e-07,c,1.4601194209262758e-07,2,0.9922395944595337,S,0.007680087815970182,1243
5713,3,5,0.13645480573177338,C,0.07266402989625931,4,0.6913765668869019,C,0.6913765668869019,1244
5714,12,14,0.09643091261386871,C,0.0002348598063690588,13,0.684562623500824,C,0.684562623500824,1244
5715,10,16,3.928288805354896e-08,c,6.489234705142621e-10,12,0.9990983009338379,(,0.9999998807907104,1244
5716,20,23,0.0007863178616389632,S,0.13491544127464294,22,0.8642897009849548,O,0.8642978072166443,1244
5717,24,27,0.0021147902589291334,),5.164500544196926e-05,26,0.9925468564033508,O,0.9958497881889343,1244
5718,18,36,8.61074438418015e-31,c,4.528013937195846e-32,34,1.0,s,1.0,1244
5719,40,42,0.9999853372573853,C,1.7019948783669747e-09,40,0.9999853372573853,(,4.315038040658692e-06,1244
5720,38,44,6.938201315559445e-12,c,1.3919591174138546e-11,36,0.9999644756317139,),2.3931746909511276e-05,1244
5721,7,10,2.282090195475725e-16,C,6.8350529585297715e-18,9,1.0,O,1.0,1245
5722,14,16,7.229901530081406e-05,C,6.947280780877918e-05,15,0.9994606375694275,O,0.9994606375694275,1245
5723,5,32,4.723296423448232e-18,c,4.9705779316678965e-18,30,0.9997398257255554,2,1.0,1245
5724,35,37,0.02872404269874096,c,0.012216556817293167,36,0.8548359870910645,N,0.8548359870910645,1245
5725,41,44,1.2724958864396285e-09,C,4.845102012041025e-06,43,0.9999951124191284,O,0.9999951124191284,1245
5726,54,56,1.9672936760378167e-37,C,4.726117852193767e-38,55,1.0,F,1.0,1245
5727,57,59,1.495011563717064e-15,),4.47483961193937e-22,58,1.0,F,1.0,1245
5728,52,61,0.0,c,0.0,60,1.0,F,1.0,1245
5729,10,13,2.4665097742015973e-10,C,4.532235697851661e-11,12,1.0,O,1.0,1246
5730,24,26,0.9554011225700378,C,0.00028586183907464147,24,0.9554011225700378,(,0.005989538971334696,1246
5731,22,28,2.0235837894233555e-07,c,1.8912047039520985e-08,27,0.998636782169342,C,0.9999003410339355,1246
5732,15,31,1.4995626552440836e-24,N,1.1276969771817458e-24,29,1.0,o,1.0,1246
5733,38,40,0.05663640424609184,c,0.0034337681718170643,39,0.5943161845207214,C,0.5943161845207214,1246
5734,43,45,0.6249492168426514,c,0.37468263506889343,43,0.6249492168426514,(,0.00035071332240477204,1246
5735,8,52,8.467360840258564e-11,c,3.999103131979709e-11,51,0.999652624130249,C,1.0000001192092896,1246
5736,14,16,3.536181611707434e-05,c,5.751227035943884e-06,1,0.9795795679092407,O,0.013093667104840279,1247
5737,19,21,0.02849981002509594,C,2.6909679036180023e-06,20,0.9714964032173157,C,0.9714964032173157,1248
5738,28,32,5.2200124851429185e-15,4,2.9642111112676214e-14,31,0.9999996423721313,O,0.9999998807907104,1248
5739,41,43,0.9999996423721313,C,4.1844297666605856e-13,41,0.9999996423721313,(,3.6861709418190003e-07,1248
5740,39,45,1.1365328330540054e-20,C,3.2613128958844594e-24,41,0.9999139308929443,(,1.0,1248
5741,50,53,1.1714163861142879e-07,C,1.6404494429522742e-09,52,0.999901533126831,O,0.9999998807907104,1248
5742,9,55,5.328862471287721e-07,C,1.0256120930307588e-07,54,0.9899380207061768,O,0.9999970197677612,1248
5743,12,15,6.1177152019809e-06,C,4.5778419943687254e-10,14,0.945572018623352,O,0.9455720782279968,1249
5744,18,20,0.059781763702631,C,0.011376095935702324,19,0.8928945064544678,C,0.8928945064544678,1249
5745,24,27,1.0474882401467767e-06,C,1.883268296865026e-08,26,0.9985743761062622,O,0.9985913038253784,1249
5746,35,38,1.0942838497913007e-16,[N+],0.00030769145814701915,37,0.9996923208236694,O,0.9996923208236694,1249
5747,33,40,0.0,c,0.0,39,1.0,[O-],1.0,1249
5748,8,44,1.4761081246206231e-09,c,2.3035833240925285e-09,39,0.999404788017273,[O-],1.0000001192092896,1249
5749,12,15,2.3754473659209907e-05,C,2.2223312967639686e-08,14,0.9999749660491943,O,0.9999761581420898,1250
5750,10,24,0.0024405752774327993,c,0.00016567177954129875,23,0.9017338156700134,3,0.9213140606880188,1250
5751,32,35,7.378314625938742e-10,C,3.8639482227154076e-05,34,0.8739773035049438,O,0.8739773631095886,1250
5752,27,37,0.008090532384812832,n,0.0006526993820443749,36,0.9770704507827759,O,0.9883157014846802,1250
5753,15,18,4.4480513022859824e-11,c,4.616808305557725e-14,17,1.0,O,1.0,1251
5754,20,22,0.0008841564413160086,n,0.0035066413693130016,21,0.9950082302093506,C,0.9950082302093506,1251
5755,24,27,1.3197860696768037e-15,c,7.965360523997757e-18,26,1.0,S,1.0,1251
5756,7,33,7.626862683074442e-12,c,3.1669424027658266e-12,31,0.6631048321723938,[nH],1.0,1251
5757,14,17,1.3316790159478842e-07,C,6.84205872403254e-07,16,0.999996542930603,O,0.9999969005584717,1252
5758,6,8,0.009273206815123558,c,0.061555638909339905,3,0.4508466124534607,1,0.403717964887619,1253
5759,11,13,8.776060085623812e-15,c,1.4834077976394466e-12,7,1.0,O,3.8656639000933524e-10,1253
5760,18,20,0.019558541476726532,C,0.8440447449684143,17,0.8440447449684143,C,0.04987090453505516,1253
5761,22,25,1.4231145151200053e-08,C,2.463504053529242e-11,24,1.0,O,1.0,1253
5762,34,36,2.5077715690713376e-06,c,3.7348601722442254e-07,22,0.4415682554244995,(,0.010882500559091568,1253
5763,44,47,2.3721835873402597e-07,C,7.827698311757558e-08,46,0.9999982118606567,O,0.999999463558197,1253
5764,10,25,2.545785042754665e-25,c,4.6628594357434126e-26,23,0.9999959468841553,2,1.0,1254
5765,3,28,0.0030452231876552105,C,0.0003336514055263251,27,0.9881128668785095,1,0.9965091943740845,1254
5766,3,6,4.582232122629648e-06,C,4.767341632572197e-09,5,0.9999953508377075,O,0.9999953508377075,1255
5767,24,26,0.0027919646818190813,c,1.1186420124431606e-05,25,0.9924822449684143,N,0.9924822449684143,1255
5768,17,30,2.2683437073123258e-10,c,7.246756498916276e-15,25,0.9914133548736572,N,1.0,1255
5769,41,44,0.0033873377833515406,C,8.114702359307557e-05,43,0.968661904335022,O,0.9945613145828247,1255
5770,46,48,0.42649418115615845,C,0.001515265554189682,47,0.5577028393745422,O,0.5577028393745422,1255
5771,36,52,0.0014326771488413215,n,0.00016934992163442075,51,0.9863879680633545,O,0.9981104135513306,1255
5772,12,57,4.3205253064115823e-07,N,6.524261664253572e-08,55,0.6974907517433167,n,0.9999994039535522,1255
5773,4,7,4.895422875961231e-07,C,7.419599512559216e-08,6,0.9999558925628662,O,0.9999982118606567,1256
5774,13,15,0.10311984270811081,C,0.010165583342313766,14,0.33747750520706177,O,0.33747750520706177,1256
5775,20,23,4.627932412404334e-06,C,5.761718879782052e-10,22,0.997387707233429,1,0.9973877668380737,1256
5776,25,28,4.477226980270643e-07,C,2.2133135602064868e-10,27,0.9999821186065674,O,0.9999839663505554,1256
5777,31,33,0.6971119046211243,1,4.082420127815567e-05,31,0.6971119046211243,(,0.27170881628990173,1256
5778,40,43,4.129029063104639e-10,c,2.642083529735828e-07,42,0.9636979699134827,O,0.9999997615814209,1256
5779,45,47,0.8840080499649048,n,0.10895340144634247,45,0.8840080499649048,(,0.007022143341600895,1256
5780,49,52,2.8340545750707533e-18,c,5.62024656414889e-15,51,1.0,O,1.0,1256
5781,38,56,2.4635934181560515e-08,c,5.055111884644248e-11,55,0.9271063208580017,C,0.9999793171882629,1256
5782,58,61,8.08282748458039e-13,C,7.067577859759533e-13,60,1.0,O,1.0,1256
5783,64,66,0.9040144681930542,1,6.661846185807008e-08,64,0.9040144681930542,(,0.09598542004823685,1256
5784,6,9,2.9748819878451085e-26,C,1.1916003913720565e-29,8,1.0,O,1.0,1257
5785,24,27,1.1601834101343793e-16,C,7.254354786992838e-22,26,1.0,O,1.0,1257
5786,22,35,1.1098521597195307e-13,N,6.965205864330193e-13,34,0.9481006860733032,3,1.0000001192092896,1257
5787,16,39,1.398068980051903e-05,c,3.297417060821317e-05,38,0.997093677520752,2,0.9999029040336609,1257
5788,13,17,2.4992115597855575e-33,c,1.0066355277221466e-31,15,0.9959905743598938,#,1.0,1258
5789,21,24,3.6616829568458797e-09,n,2.453121764696333e-15,15,0.9503811001777649,#,0.04961887747049332,1258
5790,28,30,0.002461483934894204,C,0.0023223483003675938,29,0.8857223987579346,O,0.8857223987579346,1258
5791,31,40,0.007847938686609268,),0.00010363361070631072,33,0.8227763175964355,2,0.9698964357376099,1258
5792,8,43,2.7099488875137467e-08,c,9.754828889096956e-11,42,0.793118953704834,3,1.0,1258
5793,15,17,0.8426196575164795,C,0.017768509685993195,15,0.8426196575164795,(,0.12237352132797241,1259
5794,13,19,0.0012653244193643332,c,0.0004879962943959981,18,0.9784456491470337,C,0.9903486967086792,1259
5795,33,36,1.2321483351847295e-13,c,1.3324492550981226e-11,35,0.9999951124191284,O,1.0,1259
5796,8,40,1.0276792750119057e-09,c,6.342771308176509e-10,39,0.9997504353523254,2,1.0,1259
5797,9,12,0.1408509910106659,c,0.0005076858215034008,11,0.85592120885849,1,0.8566370010375977,1260
5798,15,18,6.939529612282058e-06,c,2.207082161476137e-07,17,0.9997532963752747,O,0.9999918937683105,1260
5799,10,13,7.697670402114877e-20,C,3.702194910139316e-22,12,1.0,O,1.0,1261
5800,8,29,1.3867350193499939e-12,c,4.444998188968263e-12,27,0.994983434677124,2,1.0,1261
5801,34,37,2.161062184313778e-06,C,0.04631079360842705,36,0.9536424279212952,O,0.9536870121955872,1261
5802,14,16,2.1291524987532284e-08,c,4.634767236666448e-09,11,0.9907034635543823,o,0.0005127748008817434,1262
5803,3,5,0.006211474072188139,C,0.06080459803342819,4,0.9132157564163208,N,0.9132157564163208,1263
5804,7,9,0.0,C,0.0,8,1.0,F,1.0,1263
5805,11,14,1.2815232208751581e-10,C,1.1589383966392752e-12,13,1.0,O,1.0,1263
5806,17,19,0.015273984521627426,C,1.6416475773439743e-05,4,0.47672566771507263,N,0.07823207974433899,1263
5807,7,10,1.616728279030255e-10,C,2.4547050156420447e-11,9,1.0,O,1.0,1264
5808,22,25,3.341560841363389e-07,C,1.4964147976304076e-11,24,0.9999996423721313,O,0.9999996423721313,1264
5809,18,27,6.346862733153102e-07,c,7.287991987681153e-09,26,0.5322895646095276,O,0.5323113799095154,1264
5810,18,31,6.943778885215579e-07,c,2.229927176244928e-08,25,0.4358130395412445,4,0.9999544024467468,1265
5811,11,35,0.0002597689162939787,n,0.17536838352680206,12,0.48168322443962097,-,0.8200333118438721,1265
5812,12,21,0.000736590416636318,n,0.005760807078331709,20,0.6511317491531372,3,0.9932144284248352,1266
5813,25,27,0.0,c,0.0,26,1.0,F,1.0,1266
5814,6,34,1.5212592618679026e-16,c,2.3334352151559124e-16,32,0.9999833106994629,2,1.0,1266
5815,41,56,9.279984780619088e-09,c,2.2180287120865394e-11,55,0.9999744892120361,3,1.0,1266
5816,10,12,0.016282271593809128,N,0.022511981427669525,5,0.950132429599762,o,0.008535804226994514,1267
5817,21,24,9.913970444586084e-08,C,2.2941837232032247e-12,23,0.9999998807907104,O,0.9999998807907104,1267
5818,29,31,0.001708091702312231,c,5.705003786715679e-05,30,0.9936931133270264,C,0.9936931133270264,1267
5819,19,37,2.5022552563314093e-07,N,4.2358354335192416e-07,33,0.6501477360725403,n,0.9999814629554749,1267
5820,7,41,3.7822467220394174e-06,c,2.9166822059778497e-06,40,0.8958010673522949,2,0.9999348521232605,1267
5821,4,6,8.334506856044754e-05,C,0.0005026868893764913,5,0.9985988736152649,O,0.9985988736152649,1268
5822,14,17,0.005207310430705547,S,0.006192267872393131,16,0.9881495237350464,O,0.9882586598396301,1268
5823,18,21,9.764476089912932e-07,),2.8786816680392846e-11,20,0.9999840259552002,O,0.9999989867210388,1268
5824,12,36,0.0011131297796964645,c,0.0010600954992696643,13,0.7980678677558899,S,0.8212594389915466,1268
5825,6,9,7.43868460150003e-24,C,4.718222000533545e-33,8,1.0,O,1.0,1269
5826,15,17,0.012986577115952969,c,0.010066872462630272,6,0.5013183951377869,(,0.2877185046672821,1269
5827,4,24,4.0613942764444744e-10,C,9.812194612379699e-09,23,0.9926005005836487,C,1.0,1269
5828,28,31,1.2160034264241393e-11,C,4.1526044755602065e-12,22,0.999854564666748,O,1.0781666048842453e-07,1269
5829,12,15,4.1747449586182483e-07,C,2.5680996218468977e-10,14,0.9999873638153076,O,0.9999873638153076,1270
5830,22,24,0.00034625359694473445,C,1.981474724743748e-06,23,0.9996403455734253,C,0.9996403455734253,1270
5831,27,30,3.711962737185104e-09,C,1.4988241203717223e-10,29,0.9999961853027344,O,1.0,1270
5832,25,33,1.257052004633693e-18,),2.174892025912839e-19,31,0.8431963324546814,O,1.0,1270
5833,36,38,0.08888722956180573,3,0.00018437182006891817,37,0.9105038642883301,C,0.9105038642883301,1270
5834,9,40,2.8450719673572757e-16,c,2.775138842736817e-17,39,0.9615910649299622,C,1.0,1270
5835,14,17,9.801449651902772e-10,C,1.3372607188255614e-10,16,0.9999998807907104,O,0.9999999403953552,1271
5836,21,23,0.02056947536766529,c,0.006979668512940407,22,0.9578072428703308,O,0.9578072428703308,1271
5837,27,30,3.4373155433087277e-09,C,1.3974389503346174e-06,29,0.9999542236328125,O,0.9999985694885254,1271
5838,25,32,0.0010005501098930836,c,2.90387306449702e-05,31,0.9944207072257996,O,0.9959740042686462,1271
5839,37,40,1.291564854242034e-17,C,6.010947604970869e-16,39,1.0,O,1.0,1271
5840,35,42,5.030451166732064e-09,c,7.284233216608982e-10,41,0.999967098236084,O,0.999984860420227,1271
5841,5,21,0.0005261198966763914,c,2.314015910087619e-05,20,0.9380725622177124,2,0.9992470145225525,1272
5842,19,21,0.04893255978822708,C,0.8854608535766602,18,0.8854608535766602,C,0.03234757110476494,1273
5843,16,30,0.0028557407204061747,c,5.814697942696512e-05,18,0.7786367535591125,C,0.9950574636459351,1273
5844,36,39,1.4334577826957684e-05,C,3.2620911952108145e-05,38,0.9999521970748901,O,0.9999528527259827,1273
5845,43,46,6.198727927234451e-16,C,1.8454699574066424e-11,45,1.0,O,1.0,1273
5846,33,54,3.452524182344374e-13,c,8.404485332506872e-13,52,0.9999574422836304,C,1.0,1273
5847,62,64,0.5361909866333008,N,0.45917463302612305,62,0.5361909866333008,(,0.004362374544143677,1273
5848,8,66,2.6244523047835866e-13,c,2.5128955245313535e-14,59,0.9882165789604187,2,1.0,1273
5849,8,23,2.9940904737677247e-16,c,3.185138755020932e-16,22,0.9995608925819397,2,1.0,1274
5850,10,19,2.2309359221095448e-11,c,5.691759184193318e-14,15,0.9912092685699463,[nH],1.0,1275
5851,3,23,1.5412667835335014e-06,C,3.165998577969731e-06,22,0.9980887770652771,1,0.9999865293502808,1275
5852,25,28,1.9344464918802373e-10,C,1.216979156337672e-10,27,1.0,O,1.0,1275
5853,39,42,2.6028077300290496e-26,C,4.813799637614142e-24,41,1.0,O,1.0,1275
5854,37,44,0.0001863843499450013,C,1.948839525311996e-07,39,0.9986317753791809,(,0.9998102188110352,1275
5855,47,50,1.380068780218325e-20,C,6.299306713192352e-21,49,1.0,O,1.0,1275
5856,52,62,3.8529881026817917e-17,C,3.847799157340216e-19,61,0.9999997615814209,2,1.0,1275
5857,9,11,6.643232381975395e-07,C,3.4649735880520893e-06,4,0.9996145963668823,n,6.151660636533052e-05,1276
5858,18,27,2.300156484125182e-05,c,8.755481758271344e-06,23,0.5522463917732239,o,0.9999374151229858,1276
5859,6,30,3.754770006025865e-08,c,1.203732402643709e-08,29,0.9998499155044556,2,0.9999998807907104,1276
5860,33,48,6.121035154799753e-21,c,5.927049613392896e-23,43,0.9914698004722595,s,1.0,1276
5861,20,23,1.0090731960947508e-13,c,7.68668211831411e-16,22,1.0,O,1.0,1277
5862,29,31,1.9621502956352323e-24,c,7.83435868716464e-27,30,1.0,Cl,1.0,1277
5863,14,37,4.037938924739137e-05,N,4.9030466470867395e-05,36,0.9926536083221436,4,0.9995462894439697,1277
5864,8,41,2.5322452468223844e-10,c,6.46671813320232e-11,40,0.551237940788269,2,1.0,1277
5865,25,28,3.6323943852778484e-09,C,0.02811305597424507,23,0.9712916612625122,O,0.000296653073746711,1278
5866,31,33,0.0005928751779720187,C,0.0021336108911782503,23,0.6954923272132874,O,0.21427442133426666,1278
5867,34,36,0.6518154144287109,),0.0009144508512690663,34,0.6518154144287109,(,0.29245105385780334,1278
5868,8,38,2.9985614673933014e-05,n,0.00011684341006912291,37,0.9823713898658752,C,0.9994416832923889,1278
5869,40,43,5.676200620641225e-10,c,1.1478140322651598e-06,42,0.9999419450759888,O,0.9999987483024597,1278
5870,4,7,2.754314891717513e-06,C,2.075337988571846e-06,6,0.9999939203262329,O,0.9999946355819702,1279
5871,13,15,3.1008486985228956e-05,c,0.000585400965064764,10,0.9521421194076538,1,0.04337227717041969,1279
5872,20,22,0.011417809873819351,c,0.0001393202255712822,21,0.985322117805481,C,0.985322117805481,1279
5873,25,28,0.3502277731895447,c,0.0002637348370626569,27,0.6204133033752441,C,0.6247116923332214,1279
5874,34,37,1.6463040999892264e-11,C,4.33921371723045e-07,36,0.9999995231628418,O,0.9999995827674866,1279
5875,13,15,1.9571114014107356e-32,c,5.810936422866194e-32,14,1.0,Cl,1.0,1280
5876,18,20,6.470977382473672e-33,c,0.0,19,1.0,Cl,1.0,1280
5877,6,23,1.3278214794354426e-07,c,5.458339913388954e-08,22,0.998480498790741,2,0.9999998211860657,1280
5878,7,16,6.151137978080182e-26,c,6.451999173532095e-25,14,1.0,[nH],1.0,1281
5879,18,20,0.0016209043096750975,c,1.1791857104981318e-05,14,0.6327653527259827,[nH],0.0013380940072238445,1281
5880,4,7,3.916089781341725e-07,S,3.546445839219814e-07,6,0.999981164932251,O,0.9999992847442627,1282
5881,8,11,7.875207302276976e-06,),4.5681244897899376e-10,10,0.9998931884765625,O,0.9999820590019226,1282
5882,9,12,8.448145828732212e-12,C,9.288875685341605e-14,11,1.0,O,1.0,1283
5883,15,18,7.814209084244794e-07,S,5.435004624132489e-08,17,0.9997664093971252,O,0.9997819662094116,1283
5884,19,22,8.722172289976626e-12,),8.716345426737205e-21,21,1.0,O,1.0,1283
5885,27,29,0.00017362246580887586,c,3.66982385457959e-05,28,0.33485427498817444,C,0.33485427498817444,1283
5886,7,34,7.202110715755482e-17,c,2.5304943863099712e-17,30,0.9997963309288025,o,1.0,1283
5887,48,58,0.00025570063735358417,c,1.9030845788137185e-09,57,0.99913090467453,3,0.9993208646774292,1283
5888,60,62,2.8424853616704215e-13,c,3.2619145740944194e-18,61,1.0,F,1.0,1283
5889,10,13,6.67435426482338e-17,C,1.171487201300289e-18,12,1.0,O,1.0,1284
5890,17,20,6.51830239090101e-12,C,7.37662994313641e-16,19,0.9999958276748657,O,1.0,1284
5891,29,32,3.655777259690615e-14,[N+],0.06972362846136093,31,0.9302763342857361,O,0.9302763342857361,1284
5892,27,34,0.0,c,0.0,33,1.0,[O-],1.0,1284
5893,7,37,1.7345621724123517e-29,c,5.762246976657395e-30,33,1.0,[O-],1.0,1284
5894,40,42,2.063875381950582e-32,c,8.407790785948902e-45,41,1.0,Cl,1.0,1284
5895,12,15,2.5808613024480564e-09,C,5.077942406839231e-12,14,1.0,O,1.0,1285
5896,24,27,6.263737528655611e-09,c,2.096454086719657e-12,26,1.0,2,1.0,1285
5897,8,33,1.033556703763927e-12,c,3.2344453179157517e-13,32,0.8073490858078003,3,1.0,1285
5898,7,10,1.586542754634364e-19,C,1.2129297297876669e-23,9,1.0,O,1.0,1286
5899,15,18,1.9616972705537722e-13,C,1.3856285368228638e-13,17,1.0,O,1.0,1286
5900,3,20,2.819194548919768e-07,C,3.4924971714644926e-07,19,0.9982931017875671,O,0.9999991655349731,1286
5901,22,25,6.345261538420743e-10,C,2.1053657948966187e-12,24,0.9999998807907104,O,0.9999998807907104,1286
5902,3,7,0.00014179224672261626,N,0.001109414966776967,6,0.9978777170181274,O,0.9984673857688904,1287
5903,9,12,2.0969011984561803e-06,C,2.3636202968191355e-06,11,0.6375805139541626,O,0.6377041339874268,1287
5904,24,33,9.59450553636998e-05,c,1.0826643404016068e-07,29,0.944217324256897,N,0.9998989105224609,1287
5905,18,39,1.499336137016083e-13,c,8.801428695924299e-17,38,0.9999997615814209,N,1.0,1287
5906,5,8,3.697824164927699e-12,C,5.313127981704886e-16,7,1.0,O,1.0,1288
5907,14,16,0.9907341003417969,C,1.5155807204791927e-06,14,0.9907341003417969,(,0.009257433004677296,1288
5908,12,19,4.307488756142193e-20,C,1.1772151346209475e-21,18,1.0,O,1.0,1288
5909,23,26,3.530795220285654e-05,C,4.9337731979903765e-06,25,0.9998470544815063,O,0.9998655915260315,1288
5910,42,44,0.9987165927886963,C,1.3487797332345508e-06,42,0.9987165927886963,(,0.0004860029148403555,1288
5911,35,47,3.0418259484576993e-05,c,1.048575200002233e-06,46,0.9760541915893555,2,0.9854246973991394,1288
5912,6,8,0.055527105927467346,c,0.04446058347821236,7,0.5505357980728149,C,0.5505357980728149,1290
5913,12,15,0.00018007353355642408,S,0.00014620635192841291,14,0.9996256828308105,O,0.9996669292449951,1290
5914,16,19,7.489895506296307e-05,),1.633634019526653e-05,18,0.9954584836959839,O,0.9992291331291199,1290
5915,10,32,3.2825219178998e-18,c,3.26017170454377e-18,30,0.9999996423721313,o,0.9999999403953552,1290
5916,34,36,1.4215417731833213e-10,c,8.342584401077602e-09,31,0.9774627685546875,2,3.885855193175303e-08,1290
5917,6,8,1.919440364872571e-05,c,8.875270395947155e-06,7,0.9999394416809082,O,0.9999394416809082,1291
5918,13,18,3.2320458558388054e-05,c,1.343893814009789e-06,17,0.9926279187202454,C,0.9997404217720032,1291
5919,20,23,1.7430893706205097e-07,C,7.666287309832098e-13,22,0.9999985694885254,O,0.9999985694885254,1291
5920,32,34,0.004987913649529219,C,0.0006646196125075221,16,0.8726031184196472,O,0.115353062748909,1291
5921,35,37,0.0002450716565363109,),3.1597929250892776e-07,36,0.9997379183769226,C,0.9997379183769226,1291
5922,42,45,6.724262682055549e-25,C,1.0083297127732748e-26,44,1.0,O,1.0,1291
5923,51,53,0.0071137999184429646,c,0.004163661506026983,52,0.9477955102920532,C,0.9477955102920532,1291
5924,39,57,3.347401070641354e-05,C,4.3352038403554616e-08,47,0.9509677290916443,4,0.9997498989105225,1291
5925,63,65,2.919740918718951e-26,1,8.902328441414162e-27,16,0.9999977350234985,O,5.856678881912203e-24,1291
5926,6,8,0.04148311913013458,c,0.04379433020949364,7,0.43418455123901367,N,0.43418455123901367,1292
5927,12,28,4.4088625111848856e-11,c,1.0031601200763407e-12,26,0.9935310482978821,[nH],1.0,1292
5928,3,5,0.13645480573177338,C,0.07266402989625931,4,0.6913765668869019,C,0.6913765668869019,1293
5929,9,11,1.5178445210040081e-05,C,4.288352215553459e-07,10,0.9989917874336243,S,0.9989917874336243,1293
5930,21,23,2.8926431905596493e-16,N,8.588230503100392e-17,6,0.6497098803520203,N,7.33941173895053e-15,1293
5931,19,25,2.0021018176663574e-10,c,1.6712995570822287e-11,7,0.9809203147888184,=,1.4299289752273125e-08,1293
5932,24,27,1.2366736882540863e-05,C,8.422441766242628e-08,26,0.9999872446060181,O,0.9999873638153076,1294
5933,36,38,0.07116011530160904,N,0.9201995134353638,35,0.9201995134353638,N,0.008638844825327396,1294
5934,34,40,1.652320918976713e-10,c,4.510848292116343e-11,39,0.695168137550354,C,1.0,1294
5935,21,44,1.1367855222488288e-05,c,1.6794649582152488e-06,43,0.9952476620674133,4,0.999926745891571,1294
5936,14,48,8.662820505378477e-07,c,1.827778284280157e-08,47,0.881497323513031,3,0.9999985694885254,1294
5937,55,57,0.9792364835739136,n,4.894647798181495e-09,55,0.9792364835739136,(,0.020763497799634933,1294
5938,59,62,0.002285299589857459,c,1.6396930959672318e-06,61,0.9963394403457642,O,0.9963706135749817,1294
5939,8,66,1.4582090046478058e-22,C,9.44829308473772e-23,65,1.0,3,1.0,1294
5940,16,19,5.7879593479137625e-11,[N+],0.12149303406476974,18,0.8785069584846497,O,0.8785069584846497,1295
5941,14,21,0.0,c,0.0,20,1.0,[O-],1.0,1295
5942,27,29,0.0005974735249765217,c,0.0003393662627786398,28,0.9819276332855225,N,0.9819276332855225,1295
5943,13,23,0.0,N,0.0,22,1.0,Cl,1.0,1296
5944,7,27,0.004646782297641039,c,0.0012161016929894686,26,0.5143588185310364,2,0.9539873600006104,1296
5945,33,36,3.880312141480574e-14,[N+],1.6709385874946747e-08,35,1.0,O,1.0,1296
5946,19,32,2.3025862901704386e-05,c,1.789372028326852e-08,28,0.9990102052688599,O,0.999976396560669,1297
5947,34,45,0.016382118687033653,n,5.670861719409004e-05,41,0.9391350746154785,O,0.9835366010665894,1297
5948,47,50,9.144025057139515e-07,c,1.6095142996164213e-07,49,0.9999971389770508,O,0.9999982118606567,1297
5949,10,13,7.769898572432089e-18,C,3.9659445887493406e-20,12,1.0,O,1.0,1298
5950,17,20,6.074009075545054e-17,C,7.197650202948103e-23,19,1.0,O,1.0,1298
5951,8,34,6.924602002911229e-10,c,7.150166014824322e-10,32,0.5942450165748596,2,1.0,1298
5952,39,42,7.801609913649088e-10,[N+],0.009044966660439968,41,0.9909550547599792,O,0.9909550547599792,1298
