,position of first of a pair,position of second of a pair,score of first of a pair,token before the pair,score of the token before the pair,position of max score in saliency map,max score in saliency map,max score token,sum of score between pair,which smile
23,25,28,2.022307126026135e-05,C,1.2550341321748704e-10,25,2.022307126026135e-05,(,2.5174689000095896e-09,5
24,37,40,0.007174540776759386,c,2.603289431135636e-06,37,0.007174540776759386,(,0.0017651692032814026,5
25,42,45,0.01828261837363243,c,3.6316698697191896e-06,42,0.01828261837363243,(,0.0022771612275391817,5
26,10,48,2.2138123279002997e-10,),1.358650691951624e-10,42,0.000138057439471595,(,0.0001779140147846192,5
27,54,56,0.004119726363569498,c,0.0004517890338320285,49,0.04037103429436684,c,0.0,5
28,58,60,2.5932171411113814e-05,c,5.604706984740915e-06,56,0.051012080162763596,),0.0,5
29,5,8,3.697824164927699e-12,C,5.313127981704886e-16,6,1.0634551017574267e-08,=,1.0634551017574267e-08,6
30,20,22,0.005188017152249813,n,0.021393196657299995,13,0.08352164179086685,N,0.0,6
31,14,27,1.3634901208092742e-08,N,7.819000558129119e-09,23,0.41217079758644104,n,0.5297749638557434,6
32,14,16,3.39847258064988e-18,C,2.8233726228312623e-25,14,3.39847258064988e-18,(,0.0,7
33,17,19,6.515691985953254e-09,),4.5893718919566215e-14,17,6.515691985953254e-09,(,0.0,7
34,12,21,0.0,c,0.0,0,0.0,<bos>,0.0,7
35,5,26,1.975830834697992e-43,c,4.0637655465419695e-44,24,1.2882316181651219e-20,2,1.2882316181651219e-20,7
36,28,31,1.0879867970089996e-12,c,9.010796020447742e-07,24,0.00035890890285372734,2,1.1637334429437374e-09,7
37,36,38,0.019152002409100533,C,3.449706491664983e-05,24,0.9375201463699341,2,0.0,7
38,44,48,1.3811188372660914e-27,c,3.981291115557672e-19,46,0.04238276556134224,#,0.04238276556134224,7
39,33,52,3.101487209278275e-07,n,3.5237871287563394e-08,46,0.3242773711681366,#,0.32538965344429016,7
40,5,8,3.697824164927699e-12,C,5.313127981704886e-16,6,1.0634551017574267e-08,=,1.0634551017574267e-08,8
41,35,37,1.3685488727632495e-23,C,8.032786093776891e-28,35,1.3685488727632495e-23,(,0.0,8
42,38,40,1.8898841954821564e-17,),7.332862855369157e-24,38,1.8898841954821564e-17,(,0.0,8
43,33,42,0.0,c,0.0,0,0.0,<bos>,0.0,8
44,27,48,6.599936455131683e-07,c,4.495737115917109e-09,46,0.0006135228322818875,3,0.0010711824288591743,8
45,20,52,3.549718741169272e-08,N,3.141158000374844e-09,48,0.1398269087076187,),0.13996602594852448,8
46,54,57,8.781197123608475e-12,C,3.3417190455770074e-12,54,8.781197123608475e-12,(,6.989329362667995e-13,8
47,59,61,0.17030155658721924,C,0.05520978569984436,59,0.17030155658721924,(,0.0,8
48,18,63,3.38982591996384e-11,c,1.2364036877654527e-11,61,9.741249232320115e-05,),0.000103958576801233,8
49,15,18,6.789172039134428e-05,C,7.856083006352321e-10,15,6.789172039134428e-05,(,9.009990975528126e-08,9
50,3,29,2.1764732082374394e-05,C,8.731114576221444e-06,14,0.44029203057289124,C,0.504543662071228,9
51,35,37,2.1985925082212848e-18,c,1.445065918566357e-18,35,2.1985925082212848e-18,(,0.0,9
52,39,41,2.9967545166303842e-31,c,3.2585142493259815e-36,39,2.9967545166303842e-31,(,0.0,9
53,13,16,1.122040793610779e-10,C,8.943305540576318e-10,12,8.943305540576318e-10,C,1.5430276847916424e-11,10
54,20,23,1.2115784742416263e-17,C,3.2115146661667165e-18,21,1.3034947673649065e-15,=,1.3034947673649065e-15,10
55,30,33,7.117489236874164e-11,C,4.0084793966471417e-16,30,7.117489236874164e-11,(,1.7388304338061822e-12,10
56,8,36,5.0978187573491596e-06,c,2.929564516307437e-06,34,0.0034741119015961885,C,0.006240641698241234,10
57,16,26,0.0006370430928654969,c,2.1599755200440995e-05,1,0.6987138390541077,c,0.016755735501646996,11
58,6,30,5.23354583492619e-06,c,5.7338993428857066e-06,28,0.8290385007858276,n,0.9639573097229004,11
59,4,7,2.754314891717513e-06,C,2.075337988571846e-06,4,2.754314891717513e-06,(,7.1848950256026e-07,12
60,23,25,3.35668110673917e-30,C,2.7168014100260652e-36,23,3.35668110673917e-30,(,0.0,12
61,26,28,1.8988136211422413e-27,),1.632469573366486e-36,26,1.8988136211422413e-27,(,0.0,12
62,21,30,1.4859649175393225e-40,c,1.0781590384515143e-41,28,1.9854810464186503e-27,),2.0051033836570396e-27,12
63,9,34,7.224170985864475e-05,N,9.92735440377146e-05,29,0.12832412123680115,F,0.1438940316438675,12
64,38,40,0.031744856387376785,c,0.0006553992279805243,36,0.9567005634307861,1,0.0,12
65,43,45,0.0015216277679428458,n,0.030161680653691292,11,0.42203155159950256,=,0.0,12
66,10,13,3.308448223295437e-16,C,1.131991178446529e-14,11,9.512564889437025e-14,=,9.512564889437025e-14,13
67,16,26,0.7345737218856812,C,0.008331005461513996,16,0.7345737218856812,(,0.033574428409338,13
68,28,30,0.0007199379615485668,C,0.002593773417174816,5,0.010314273647964,n,0.0,13
69,35,37,1.0835439070433495e-06,C,3.4071525600865016e-09,29,0.99836665391922,O,0.0,13
70,8,39,4.762457039618289e-16,c,8.056740754453266e-16,32,0.11233434826135635,N,0.15403905510902405,13
71,52,55,1.8455037498199545e-09,C,4.373899571419315e-07,53,1.3447989886117284e-06,=,1.3447989886117284e-06,13
72,50,57,6.125827439973364e-06,c,2.4953505999292247e-06,55,0.05003552511334419,),0.050999775528907776,13
73,14,17,9.801449651902772e-10,C,1.3372607188255614e-10,15,6.048671252756321e-08,=,6.048671252756321e-08,14
74,24,27,2.547850463940904e-08,C,3.743643416098674e-12,22,2.24628638534341e-06,O,6.521125328617927e-07,14
75,13,16,1.9623218328046477e-10,C,3.089756228646934e-11,11,3.606365908126463e-06,C,1.9503760384509405e-08,15
76,9,20,0.0002489921753294766,n,0.0017793014412745833,7,0.019969893619418144,n,0.005117364227771759,15
77,22,25,6.303789490402778e-09,c,1.3509102281261676e-08,23,4.7185520202219777e-07,=,4.7185520202219777e-07,15
78,34,52,3.636691295327843e-11,c,8.846839927301176e-12,49,0.9999593496322632,[nH],0.9999677538871765,15
79,5,8,3.697824164927699e-12,C,5.313127981704886e-16,6,1.0634551017574267e-08,=,1.0634551017574267e-08,16
80,16,19,1.5833741652884759e-12,C,3.6467485150621983e-20,16,1.5833741652884759e-12,(,2.5015264789067168e-14,16
81,32,34,3.517259145455291e-43,c,0.0,32,3.517259145455291e-43,(,0.0,16
82,24,37,3.497313446132466e-05,c,1.7173391597680165e-07,25,0.9602010250091553,S,0.9977074265480042,16
83,14,48,1.2117747585363328e-24,N,2.672273218969098e-25,46,0.9999977350234985,2,0.9999977350234985,16
84,8,10,0.0,c,0.0,0,0.0,<bos>,0.0,17
85,19,28,5.126672979786341e-22,c,4.2572637910070545e-24,26,1.0,s,1.0,17
86,4,7,4.895422875961231e-07,C,7.419599512559216e-08,5,4.2338371713412926e-05,=,4.2338371713412926e-05,18
87,18,21,1.0150666418518028e-10,C,1.3958455837579167e-14,18,1.0150666418518028e-10,(,5.72038076629422e-12,18
88,23,33,1.6375437553506345e-05,C,2.057412530120928e-06,30,0.0001518836070317775,c,0.0003041464078705758,18
89,41,43,0.001088169403374195,c,7.553841441243492e-10,38,0.02737031690776348,c,0.0,18
90,16,46,9.270131185032046e-14,N,1.7119365278671361e-13,39,0.9998282194137573,s,0.9999997615814209,18
91,48,50,0.9823498725891113,C,1.3400870413349253e-09,48,0.9823498725891113,(,0.0,18
92,13,52,2.2485469042266004e-09,c,1.9000316597850286e-10,50,0.001651556696742773,),0.0017081955447793007,18
93,3,5,0.13645480573177338,C,0.07266402989625931,3,0.13645480573177338,(,0.0,19
94,9,12,4.804353466170141e-07,C,1.022851279230963e-07,9,4.804353466170141e-07,(,5.575630179777136e-09,19
95,28,30,0.2569412291049957,C,1.4399964782656597e-23,28,0.2569412291049957,(,0.0,19
96,26,33,3.930360377435438e-12,C,4.1671318969809835e-15,31,2.1824233044753782e-05,=,2.195484375988599e-05,19
97,34,37,2.9473486151676553e-11,),1.6102047538206488e-13,35,5.489798393654155e-09,C,5.489798393654155e-09,19
98,6,40,1.6010606174177155e-09,),2.41228897968071e-10,31,0.17086006700992584,=,0.17109721899032593,19
99,44,46,0.030786773189902306,C,0.0013717913534492254,44,0.030786773189902306,(,0.0,19
100,55,57,0.018462246283888817,c,4.588317636944339e-08,40,0.6827476024627686,),0.0,19
101,61,63,0.6855006217956543,C,3.2258310511679156e-06,61,0.6855006217956543,(,0.0,19
102,64,66,3.776040830416605e-05,),7.826301953173243e-07,61,0.9991024732589722,(,0.0,19
103,59,75,8.91649136747219e-08,c,3.602823248072262e-11,61,0.00010589278826955706,(,0.00010631757322698832,19
104,19,21,0.0026886460836976767,c,0.0001539301301818341,17,0.9530289173126221,s,0.0,20
105,4,6,8.334506856044754e-05,C,0.0005026868893764913,1,0.000712927954737097,O,0.0,21
106,21,24,5.580994210340178e-17,C,5.958890680568294e-17,22,2.2250705722370867e-09,=,2.2250705722370867e-09,21
107,19,26,8.024626936276036e-07,c,7.302747917492525e-08,21,0.002614287193864584,(,0.004999703727662563,21
108,15,18,0.0007249753689393401,S,2.9615914627356688e-06,15,0.0007249753689393401,(,0.00018373057537246495,22
109,19,22,2.1128004235038134e-08,),6.920328000494598e-16,20,3.7372026326920604e-06,=,3.7372026326920604e-06,22
110,13,31,0.005193287972360849,c,0.007612606510519981,6,0.4068886935710907,=,0.09452760219573975,22
111,4,35,0.00036093080416321754,C,0.00018004003504756838,6,0.03257269784808159,=,0.07933492213487625,22
112,6,9,2.077144879708559e-13,C,1.073513137814941e-18,6,2.077144879708559e-13,(,1.2262917376291765e-15,23
113,14,17,2.0056556877534604e-06,C,2.1144978129550296e-11,14,2.0056556877534604e-06,(,1.0707086772754337e-08,23
114,23,25,8.316691408689803e-35,c,1.0782581193378402e-32,22,1.0782581193378402e-32,c,0.0,23
115,11,29,0.0016459308099001646,C,0.00015738858201075345,24,0.8823953866958618,Br,0.8875795006752014,23
116,31,33,0.00039475507219322026,C,5.517898443940794e-06,12,0.044449929147958755,N,0.0,23
117,3,35,2.895616011506716e-15,C,5.137614390583441e-15,31,2.0803106792754988e-07,(,2.102079434962434e-07,23
118,37,40,3.761775960176017e-11,C,1.869205235038862e-09,38,4.669919508160092e-05,=,4.669919508160092e-05,23
119,47,50,5.323301445039403e-20,C,9.71834980226096e-18,48,1.2411486425844577e-16,=,1.2411486425844577e-16,23
120,43,52,0.00048733121366240084,C,2.5747164045242243e-07,47,0.02231137454509735,(,0.03177879378199577,23
121,54,57,3.921826073258455e-15,C,8.815470597424435e-13,55,4.522857125266455e-06,=,4.522857125266455e-06,23
122,60,70,0.00015269670984707773,C,2.6691392207567333e-08,63,0.00821972917765379,1,0.008242965675890446,23
123,72,75,4.567904943186818e-10,C,6.507111294240531e-08,73,2.882182457142335e-07,=,2.882182457142335e-07,23
124,78,83,0.9999979734420776,C,1.6478246992580892e-39,78,0.9999979734420776,(,9.611996615310758e-11,23
125,85,88,4.4878063931719225e-08,C,4.0424421143825384e-08,83,1.1153204013680806e-06,),1.6043092898598843e-07,23
126,10,13,6.952976488399821e-17,C,3.078765722934486e-19,11,3.086190219007257e-16,=,3.086190219007257e-16,24
127,23,26,6.229562126814937e-18,C,2.398719173447748e-23,23,6.229562126814937e-18,(,1.0774187744746868e-18,24
128,19,28,5.962205977994017e-05,c,4.7286260951295844e-07,20,0.0006333678029477596,O,0.0008971781935542822,24
129,30,32,0.26674050092697144,c,0.005546338390558958,30,0.26674050092697144,(,0.0,24
130,8,35,3.7106117332409705e-13,c,2.301511574636511e-13,31,0.000112142413854599,C,0.00011409534636186436,24
131,7,10,2.3394893560180208e-06,C,1.0805768502208934e-09,5,2.210912134614773e-05,N,1.4155166638829542e-07,25
132,25,28,0.19874143600463867,c,0.002760979812592268,25,0.19874143600463867,(,0.0018277482595294714,25
133,20,36,0.0024676977191120386,c,4.746049307868816e-05,18,0.22817140817642212,3,0.012324506416916847,25
134,15,17,9.806930393096991e-06,c,7.818475751264486e-06,15,9.806930393096991e-06,(,0.0,26
135,25,27,0.0012740008533000946,c,5.155426606506808e-06,21,0.027668720111250877,O,0.0,26
136,35,38,1.4680192706660296e-17,c,3.636072229312826e-17,36,7.564866336906562e-06,=,7.564866336906562e-06,26
137,19,43,2.6182922496786887e-08,c,3.2805103078459297e-09,39,0.0002248153177788481,o,0.0005319025949575007,26
138,8,46,6.990871215251104e-10,c,1.4249323943005265e-10,15,0.8323433995246887,(,0.9845508337020874,26
139,3,6,2.0948733947534492e-07,S,3.254697178434185e-09,4,2.5990366339101456e-05,=,2.5990366339101456e-05,27
140,7,10,6.770530092126137e-08,),1.1073680492544591e-13,8,0.0007062052609398961,=,0.0007062052609398961,27
141,12,16,8.37656392775199e-32,C,1.3665309041783926e-37,14,0.7401861548423767,#,0.7401861548423767,27
142,32,34,0.0,c,0.0,0,0.0,<bos>,0.0,27
143,25,38,1.3230318364032111e-14,c,1.1866227494895343e-15,14,0.9999991655349731,#,4.703285937796009e-12,27
144,3,5,0.18591520190238953,N,0.34384769201278687,2,0.34384769201278687,N,0.0,28
145,7,10,9.413715247319487e-07,C,1.7684159258485321e-12,7,9.413715247319487e-07,(,4.1636923076016075e-11,28
146,15,25,0.08507123589515686,n,0.0739477276802063,15,0.08507123589515686,(,0.19621889293193817,28
147,40,43,0.003113238839432597,C,0.00031850539380684495,38,0.05630118399858475,N,1.220995545736514e-05,28
148,47,49,0.0,c,0.0,0,0.0,<bos>,0.0,28
149,37,56,3.8701481497478236e-25,c,1.2220895776730631e-28,54,8.040598913794383e-06,3,8.040598913794383e-06,28
150,9,11,1.961817850054744e-44,c,0.0,9,1.961817850054744e-44,(,0.0,29
151,15,17,0.0005664245691150427,C,3.8855625462019816e-05,10,0.9945428371429443,F,0.0,29
152,20,23,0.00026319848257116973,C,2.0192108252103935e-07,20,0.00026319848257116973,(,7.307328360184329e-07,29
153,34,37,0.00022499392798636109,c,1.123216741838462e-09,34,0.00022499392798636109,(,1.0197913269394121e-07,29
154,48,59,1.17282247281969e-12,c,5.0182068854595814e-15,57,0.0215061716735363,O,0.024921035394072533,29
155,13,65,1.2064718646342953e-07,c,5.4993840592487686e-08,63,0.0021408111788332462,=,0.0031918396707624197,29
156,31,34,3.399500510318155e-31,C,3.967637099670999e-36,27,4.852176346309536e-27,(,1.882929465777659e-28,30
157,27,36,1.7815161754697328e-06,C,2.5295591967733344e-06,31,0.0003759744868148118,(,0.0006986330263316631,30
158,20,39,1.619994691282045e-06,c,8.148195007606773e-08,22,0.4462129771709442,3,0.4463983178138733,30
159,13,43,7.0700780270271935e-06,c,1.6274009340122575e-06,39,0.012311805970966816,),0.029211129993200302,30
160,4,46,2.2828796772955684e-06,C,1.4158658814267255e-06,44,0.05603395402431488,n,0.06091194227337837,30
161,11,14,1.46355183527902e-09,C,1.574403538346736e-15,11,1.46355183527902e-09,(,2.1300969072369363e-13,31
162,23,26,4.932090814691037e-05,c,2.1818051365585234e-08,23,4.932090814691037e-05,(,1.0201812074228656e-05,31
163,29,31,0.0993708148598671,2,4.2348986539764155e-08,29,0.0993708148598671,(,0.0,31
164,35,37,0.006868692580610514,N,0.007731536403298378,34,0.007731536403298378,N,0.0,31
165,7,43,8.345998932520363e-17,c,2.772587652291581e-17,41,0.24933475255966187,3,0.2493763566017151,31
166,10,13,0.0014007928548380733,c,7.422826456604525e-05,10,0.0014007928548380733,(,0.0002665802021510899,32
167,15,25,0.01626880280673504,n,0.14599062502384186,14,0.14599062502384186,n,0.16701778769493103,32
168,14,16,4.724345217255177e-07,[N+],0.9932234287261963,13,0.9932234287261963,[N+],0.0,33
169,26,28,2.0622142882231742e-10,[N+],1.0,25,1.0,[N+],0.0,33
170,29,31,7.147519442304943e-17,),4.646295420996589e-18,25,1.0,[N+],0.0,33
171,17,36,1.1845758748907365e-12,),8.444151411088341e-14,31,0.0013155608903616667,),0.0022830788511782885,33
172,44,46,0.010235668160021305,C,6.867452384540229e-09,44,0.010235668160021305,(,0.0,33
173,48,51,2.091313344720902e-09,C,3.951560900174021e-16,49,7.1756325326077786e-09,=,7.1756325326077786e-09,33
174,10,12,0.0,c,0.0,0,0.0,<bos>,0.0,34
175,3,16,4.603885273013475e-08,C,5.9037956745555675e-09,4,0.9999996423721313,O,0.9999998807907104,34
176,18,21,0.00020761750056408346,C,1.569839514559135e-05,16,0.002421880606561899,),0.0001908453123178333,34
177,15,20,7.620484375903819e-16,c,8.261256466777627e-26,18,0.9976971745491028,1,0.9976971745491028,35
178,25,27,0.9921789169311523,C,0.007740866858512163,25,0.9921789169311523,(,0.0,35
179,22,29,3.825983640126651e-06,C,3.7714995571036525e-09,25,0.9869111776351929,(,0.9871190786361694,35
180,31,34,3.4999293383846915e-15,C,2.8501719695864988e-21,32,2.2601868987504048e-10,=,2.2601868987504048e-10,35
181,3,6,1.2379707259313477e-09,C,6.431982632051567e-14,4,2.0223516195017055e-09,=,2.0223516195017055e-09,36
182,23,33,0.019289346411824226,C,0.000766108394600451,23,0.019289346411824226,(,0.010566887445747852,36
183,35,38,3.653707608464174e-06,C,7.930530898647703e-08,35,3.653707608464174e-06,(,4.301342073631531e-07,36
184,4,7,0.570762574672699,C,0.00517003471031785,4,0.570762574672699,(,0.0007930289139039814,37
185,9,12,1.4317378675490197e-18,C,2.2920978379033433e-23,10,1.00353532856692e-14,=,1.00353532856692e-14,37
186,20,29,2.378406230703222e-26,C,4.3874032284102304e-29,26,0.9967591166496277,c,0.9968289732933044,37
187,41,43,1.666542479596098e-35,c,0.0,41,1.666542479596098e-35,(,0.0,37
188,3,5,0.00027214689180254936,C,0.001225377549417317,2,0.001225377549417317,C,0.0,38
189,7,9,6.808480862430244e-12,C,3.2158256613179503e-10,4,1.3006409062654711e-05,O,0.0,38
190,11,13,7.94131301518064e-06,C,1.3736133723796229e-06,11,7.94131301518064e-06,(,0.0,38
191,15,17,1.0763206773845013e-05,C,1.235020135936793e-05,4,6.200723873917013e-05,O,0.0,38
192,19,21,3.008541398230591e-07,C,2.116123170026185e-07,19,3.008541398230591e-07,(,0.0,38
193,23,25,9.66416013881144e-09,C,2.784286801116309e-09,23,9.66416013881144e-09,(,0.0,38
194,33,36,0.010069897398352623,C,0.0038139456883072853,30,0.6668999195098877,O,0.11112741380929947,38
195,38,40,0.0011221679160371423,C,2.3220743969432078e-05,38,0.0011221679160371423,(,0.0,38
196,3,6,2.0948733947534492e-07,S,3.254697178434185e-09,4,2.5990366339101456e-05,=,2.5990366339101456e-05,39
197,7,10,6.770530092126137e-08,),1.1073680492544591e-13,8,0.0007062052609398961,=,0.0007062052609398961,39
198,29,32,3.0096363843767904e-05,C,0.0033089877106249332,28,0.0033089877106249332,C,8.541224815417081e-05,39
199,16,43,3.338016176712699e-05,c,1.9457334929029457e-05,35,0.046987663954496384,c,0.11477221548557281,39
200,8,11,1.1553811726794372e-11,C,7.112542434357938e-13,6,7.536751778225437e-10,N,7.302731336311652e-12,40
201,19,22,0.00012162915663793683,S,3.855540398944868e-06,17,0.0002216017310274765,N,7.359371011261828e-06,40
202,23,26,5.020564231017488e-08,),2.7356972075046407e-14,23,5.020564231017488e-08,(,3.806697734809461e-10,40
203,32,34,2.9126165186686736e-26,c,4.537627717744046e-32,32,2.9126165186686736e-26,(,0.0,40
204,16,38,7.766103408357594e-06,c,3.2998507322190562e-06,33,0.012155183590948582,F,0.013357512652873993,40
205,8,18,0.38652437925338745,c,0.015137665905058384,8,0.38652437925338745,(,0.07084424793720245,41
206,26,33,1.0173251824285856e-10,c,1.5241268316867895e-11,31,3.602826154747163e-06,=,7.1961230787565e-06,41
207,37,39,0.03553500398993492,N,0.22149622440338135,31,0.310684472322464,=,0.0,41
208,15,18,0.00020836296607740223,C,6.590383350157936e-07,13,0.0005721215275116265,N,1.6232424968620762e-05,42
209,23,25,2.1735540480142238e-41,c,0.0,23,2.1735540480142238e-41,(,0.0,42
210,27,29,0.00012036429689032957,c,4.443249054020271e-06,24,0.967639684677124,Cl,0.0,42
211,31,33,6.059670143528439e-29,c,1.9339081100680725e-36,31,6.059670143528439e-29,(,0.0,42
212,7,10,0.2754546105861664,C,0.033956557512283325,7,0.2754546105861664,(,0.07531336694955826,43
213,12,14,0.015762610360980034,C,0.00013255320664029568,12,0.015762610360980034,(,0.0,43
214,16,18,0.0007580297533422709,C,3.337853922857903e-05,9,0.013449640944600105,O,0.0,43
215,23,25,0.00018676757463254035,C,0.00011444125266280025,21,0.979510486125946,N,0.0,43
216,7,10,7.365133114944911e-06,C,4.717167882972717e-07,8,0.0003480692394077778,=,0.0003480692394077778,44
217,14,16,0.0160065870732069,c,0.007268199697136879,5,0.1679190993309021,O,0.0,44
218,25,27,1.8475056554057012e-11,C,2.5547268077908347e-17,25,1.8475056554057012e-11,(,0.0,44
219,28,30,1.124480283193341e-15,),6.355558856745443e-17,28,1.124480283193341e-15,(,0.0,44
220,23,32,1.3774763904312952e-42,c,6.165713243029195e-44,30,4.479835077565987e-26,),4.47983600201236e-26,44
221,43,45,0.0023140087723731995,c,0.002044233726337552,38,0.08115726709365845,-,0.0,44
222,6,9,1.3272293420546477e-13,C,1.1099302900385855e-12,2,3.286799651891492e-12,#,1.1980852508003403e-12,45
223,18,28,0.00610737968236208,N,0.9908030033111572,17,0.9908030033111572,N,0.0008866960415616632,45
224,30,33,1.0755804247253309e-08,C,1.4603603049057057e-11,30,1.0755804247253309e-08,(,7.435999593852216e-10,45
225,41,50,0.0003486488712951541,N,1.891700662781659e-06,48,0.01138641033321619,c,0.015628214925527573,45
226,16,54,1.9268267351435497e-05,c,2.307212753294152e-06,41,0.137350395321846,(,0.27185752987861633,45
227,3,6,1.2379707259313477e-09,C,6.431982632051567e-14,4,2.0223516195017055e-09,=,2.0223516195017055e-09,46
228,14,17,7.460900647293656e-11,C,5.933983941452077e-17,14,7.460900647293656e-11,(,2.1256305743344583e-11,46
229,34,46,1.9384199106964317e-12,c,1.0358045733518777e-14,43,0.9600436687469482,c,0.9764299392700195,46
230,12,53,1.1454108062025625e-06,N,7.620281849085586e-06,26,0.7108051776885986,S,0.8835546374320984,46
231,6,33,2.1791190119265995e-26,c,3.2541178712127495e-27,31,0.9975001215934753,2,0.9975001215934753,47
232,35,50,4.671936039812863e-05,c,1.4006859672122118e-08,48,0.909197211265564,[nH],0.9094029664993286,47
233,3,5,0.13645480573177338,C,0.07266402989625931,3,0.13645480573177338,(,0.0,48
234,14,17,1.120929269404769e-07,C,1.1406314781581273e-10,15,6.054302730262862e-07,=,6.054302730262862e-07,48
235,12,19,4.48078935733065e-05,2,3.55745833076071e-05,14,0.00030287689878605306,(,0.0005035896901972592,48
236,24,26,1.3717210549657466e-06,3,4.787578291143291e-05,14,0.9740875363349915,(,0.0,48
237,35,37,0.0008993420051410794,5,1.8899291021057252e-08,35,0.0008993420051410794,(,0.0,48
238,42,45,7.819375369422232e-09,C,4.414456634549424e-05,41,4.414456634549424e-05,C,3.5065221482000197e-07,48
239,47,49,7.087626007302387e-16,C,4.365897495416625e-14,41,0.9999997615814209,C,0.0,48
240,50,52,0.01121288351714611,),0.016877731308341026,41,0.3218233287334442,C,0.0,48
241,28,61,8.816277841106057e-08,C,1.8012254882071588e-11,59,0.0007234320510178804,3,0.0007239128462970257,48
242,10,13,2.7087690136718898e-15,C,3.1399575461214386e-18,11,1.1126911092268661e-14,=,1.1126911092268661e-14,49
243,20,22,9.013771432770086e-37,c,8.407790785948902e-45,20,9.013771432770086e-37,(,0.0,49
244,26,28,1.9674349459819496e-05,S,6.212103471625596e-05,25,6.212103471625596e-05,S,0.0,49
245,29,32,4.3640546905365785e-12,),2.8255175976710234e-13,29,4.3640546905365785e-12,(,2.3810632827393763e-13,49
246,24,35,7.642451328357912e-15,c,2.6021855026661656e-13,33,2.70002351498988e-06,=,3.524984549585497e-06,49
247,6,38,1.3933921572117924e-08,c,3.830904038437666e-09,24,1.0036654202849604e-05,(,3.2236199331237e-05,49
248,5,7,0.00024808989837765694,1,0.00894372258335352,4,0.00894372258335352,1,0.0,50
249,9,12,3.173415086266118e-09,C,1.7053459755445033e-09,10,6.000666689942591e-05,=,6.000666689942591e-05,50
250,23,28,4.11238528397449e-19,n,1.552938057573257e-20,26,1.124624768311655e-10,=,1.1246275438692166e-10,50
251,43,45,0.044709786772727966,N,0.0003435811086092144,43,0.044709786772727966,(,0.0,50
252,41,47,1.5985502614057623e-05,c,1.1314159564790316e-06,33,0.07197045534849167,-,0.004214832559227943,50
253,54,57,4.116451901570173e-10,C,4.512516227350716e-07,55,1.778746877789672e-06,=,1.778746877789672e-06,50
254,11,14,3.106404022901188e-13,C,2.662083725720979e-18,11,3.106404022901188e-13,(,5.336635538859269e-14,51
255,21,30,2.157543167413678e-05,c,2.7860635327670025e-06,26,0.8716004490852356,O,0.8757908344268799,51
256,34,36,9.80095579788558e-27,C,3.124637553573379e-34,34,9.80095579788558e-27,(,0.0,51
257,37,39,4.514417994982978e-08,),4.681814047557964e-08,36,4.681814047557964e-08,),0.0,51
258,32,41,0.0,c,0.0,0,0.0,<bos>,0.0,51
259,7,44,7.743583552155542e-09,c,2.9303388604517977e-09,41,0.0005235348362475634,),0.0005760276108048856,51
