,position of first of a pair,position of second of a pair,score of first of a pair,token before the pair,score of the token before the pair,position of max score in saliency map,max score in saliency map,max score token,sum of score between pair,which smile
65,32,35,5.2650630383288544e-11,C,2.6770555707310967e-17,22,0.9813769459724426,),6.957220910486228e-10,14
66,42,46,0.00010217651288257912,C,3.6057360830454854e-07,42,0.00010217651288257912,(,5.637255890178494e-05,14
67,12,15,4.344025239406933e-44,C,0.0,13,5.739939847769488e-36,=,5.739939847769488e-36,15
68,17,20,0.030860839411616325,N,0.0069569689221680164,4,0.053490109741687775,O,0.012675364501774311,15
69,23,26,2.993382552310333e-32,C,2.6263263964766103e-33,24,6.557175779353916e-26,=,6.557175779353916e-26,15
70,29,31,7.469941465387819e-08,C,2.661374454149268e-10,20,2.4117065549944527e-05,),0.0,15
71,32,34,0.10724756866693497,),0.16231673955917358,31,0.16231673955917358,),0.0,15
72,12,15,2.1409123660085655e-13,C,6.832722760918841e-07,9,0.9998441934585571,1,3.405873820539729e-17,16
73,26,30,0.03878942131996155,C,2.798696829842129e-10,19,0.8723015189170837,1,3.219016578900197e-13,16
74,34,36,0.0,C,0.0,26,4.320396427859505e-25,(,0.0,16
75,4,6,0.002789510181173682,C,0.0011997041292488575,2,0.004260948859155178,=,0.0,17
76,14,20,1.7718847966063234e-16,C,3.583260464344193e-20,1,1.3721746829065129e-11,O,3.0852837645811704e-13,17
77,23,26,4.6179612868055275e-14,C,1.734531053086812e-19,20,7.660425893618594e-08,),1.3805001250217358e-13,17
78,28,30,0.0008536624955013394,N,0.001010565785691142,20,0.7281718254089355,),0.0,17
79,32,34,0.000990142347291112,C,5.114264422445558e-05,20,0.5886224508285522,),0.0,17
80,6,8,1.0638040066623944e-06,C,7.426392834020135e-11,6,1.0638040066623944e-06,(,0.0,18
81,21,25,5.687683965747268e-17,C,8.522600669811454e-18,7,1.0,F,7.479841966550531e-16,18
82,27,30,8.163772367063911e-17,C,2.809874638199756e-17,16,0.998561680316925,1,8.041597817059608e-15,18
83,36,39,0.00016368528304155916,C,4.8951118714057884e-08,25,0.0007574441842734814,),0.0003137464227620512,18
84,2,4,4.042348747401725e-11,C,0.0,2,4.042348747401725e-11,(,0.0,19
85,6,8,0.0003275559574831277,C,7.570810339529999e-06,6,0.0003275559574831277,(,0.0,19
86,12,15,7.057990814018922e-08,C,2.0275397361047e-08,10,0.0008534211083315313,1,1.729861196508864e-06,19
87,17,21,6.4059647343628345e-12,C,6.2475193543369036e-15,19,0.002958915429189801,#,0.002958915429189801,19
88,32,35,5.557017888145072e-32,N,9.679655337384227e-27,21,0.9944891929626465,),2.787692027623192e-35,19
89,3,5,5.708552297534197e-09,C,5.484229298794745e-17,3,5.708552297534197e-09,(,0.0,20
90,6,8,5.482337132010906e-13,),2.75040462627274e-10,5,2.75040462627274e-10,),0.0,20
91,10,13,9.294926634606905e-16,C,2.893189092706243e-14,11,1.0529244837131913e-10,=,1.0529244837131913e-10,20
92,22,28,2.9661720191143104e-08,C,3.5156941247116436e-10,24,5.7281653198515414e-08,=,6.130926522018854e-08,20
93,32,35,6.606120223295875e-06,C,1.175136077335992e-07,28,0.03647182136774063,),2.3609136405866593e-06,20
94,2,4,1.1842228447884027e-22,O,4.952744987520751e-36,2,1.1842228447884027e-22,(,0.0,21
95,12,17,0.021872984245419502,C,0.007859700359404087,14,0.08433090895414352,=,0.1082899197936058,21
96,29,31,0.0,C,0.0,22,1.0,S,0.0,21
97,35,39,9.330927355222229e-07,C,5.2117584914412873e-08,22,0.20530490577220917,S,6.1633340919797774e-06,21
98,9,11,0.012899662367999554,C,0.0022316586691886187,9,0.012899662367999554,(,0.0,22
99,18,21,2.9007244672116066e-15,C,2.7805284511090056e-21,19,9.917436316619899e-11,=,9.917436316619899e-11,22
100,35,37,3.8774118633850755e-29,C,9.986657700631195e-31,29,1.0,2,0.0,22
101,4,7,4.3820266835633515e-17,C,3.4153947363102313e-25,5,4.958512441789742e-13,N,4.958512441789742e-13,23
102,11,14,6.230172972388137e-42,C,2.276227186495303e-40,12,4.3258206803939566e-33,=,4.3258206803939566e-33,23
103,22,26,1.5922977991227163e-20,C,5.526640635510462e-16,18,0.9999973773956299,1,3.5189880864623607e-22,23
104,4,6,0.019834786653518677,C,0.0023143955040723085,4,0.019834786653518677,(,0.0,24
105,14,19,0.008052827790379524,C,0.0008514496730640531,1,0.2670290470123291,O,0.0066826231777668,24
106,22,25,2.2775108465822314e-09,C,1.2431181951877424e-11,23,3.147384575186152e-08,=,3.147384575186152e-08,24
107,33,36,3.7697991429885835e-12,C,7.82713632753443e-17,34,0.0009231375297531486,S,0.0009231375297531486,24
108,18,21,0.0001181674306280911,C,8.416655327891931e-05,6,0.004693164490163326,2,0.0001267080515390262,25
109,8,10,6.290489769193755e-18,N,1.1261420268526834e-10,2,0.0013427550438791513,=,0.0,26
110,12,15,5.639814244957908e-13,C,9.381952070157233e-15,2,7.034711302367214e-07,=,3.770972076266865e-11,26
111,26,30,0.055335331708192825,C,5.687356008365896e-08,26,0.055335331708192825,(,2.165499154216377e-06,26
112,4,7,2.526670428437683e-08,C,2.807720419009674e-12,5,5.204265107749961e-08,=,5.204265107749961e-08,27
113,14,17,4.704297396074253e-09,C,3.8829149673347274e-08,13,3.8829149673347274e-08,C,3.773219930947036e-11,27
114,19,22,2.7227247123562393e-09,C,5.6883784793626546e-08,14,2.2971055386733497e-06,(,1.331300292228832e-09,27
115,31,36,0.009886263869702816,C,0.00010212157212663442,9,0.6218733787536621,1,0.0004304783942643553,27
116,39,41,0.0,C,0.0,0,0.0,<bos>,0.0,27
117,42,44,3.813653679321425e-17,),3.621971870776821e-21,40,1.0,F,0.0,27
118,4,7,0.00022624425764661282,C,1.9185159545798058e-32,4,0.00022624425764661282,(,1.7806367540027247e-24,28
119,14,18,7.977280403088927e-14,C,1.1182373071960683e-07,12,1.8651389837032184e-06,N,2.8921482586206568e-15,28
120,21,24,2.5004807609678225e-26,C,2.3960535275530033e-34,22,7.022730670736247e-26,=,7.022730670736247e-26,28
121,32,34,1.115472423407482e-05,C,3.128052776446566e-05,19,0.005461298394948244,N,0.0,28
122,17,22,1.694072195298423e-20,N,2.4705708335058123e-23,19,4.2697721202161483e-16,2,4.2703878072896837e-16,29
123,26,29,2.6951165113990363e-19,C,6.753743893197855e-26,22,2.3057265252646175e-07,),3.8473391817230376e-14,29
124,36,39,0.11365196108818054,C,1.3560629064102159e-08,36,0.11365196108818054,(,5.531848273676587e-06,29
125,7,10,3.253051256282731e-20,C,5.585398984329947e-26,8,1.0331786424663814e-12,=,1.0331786424663814e-12,30
126,20,24,0.06666047126054764,C,3.4109115532032774e-09,15,0.8201227784156799,=,2.6101822925284068e-08,30
127,28,31,6.420902263237647e-20,C,3.794739863743155e-18,20,0.9936906099319458,(,9.128020858363272e-22,30
128,33,36,2.1911418941470895e-32,N,2.3031471835920618e-33,24,1.0,),6.360261242989567e-33,30
129,6,8,3.114281749150294e-11,C,3.0918877200747374e-06,5,3.0918877200747374e-06,C,0.0,31
130,11,14,4.2950648734222524e-14,N,4.610793143434446e-16,11,4.2950648734222524e-14,(,3.226339812613708e-23,31
131,16,19,5.648240253796514e-34,S,6.1382525268390756e-24,15,6.1382525268390756e-24,S,2.1261706862644996e-29,31
132,20,23,1.3018245681450935e-07,),3.838284499124711e-07,21,6.171621407702332e-06,=,6.171621407702332e-06,31
133,17,20,8.248276973006206e-18,C,1.4225690262563895e-22,15,0.9237218499183655,O,2.390043585073775e-17,32
134,26,32,1.1452283565915877e-09,C,2.5598829154517555e-13,14,2.9010762681025426e-09,C,2.6005428921394014e-09,32
135,6,8,1.0638040066623944e-06,C,7.426392834020135e-11,6,1.0638040066623944e-06,(,0.0,33
136,16,19,3.9260329153305523e-16,S,2.7503674793379063e-14,7,1.238554506351186e-12,F,6.226560608259268e-13,33
137,20,23,4.628488827664871e-42,),2.9343977518882076e-33,15,1.1505001083143409e-32,S,1.4503439105761857e-42,33
138,35,37,6.790774311212053e-16,C,9.017784071710199e-17,7,1.0,F,0.0,33
139,22,25,0.0006038651918061078,C,0.010667146183550358,16,0.28082823753356934,2,0.0013565209228545427,34
140,34,36,0.0,C,0.0,0,0.0,<bos>,0.0,34
141,42,44,0.00022075856395531446,C,1.3438973383017583e-06,35,0.9947314262390137,Cl,0.0,34
142,6,8,0.00011924670252483338,C,0.5256348848342896,5,0.5256348848342896,C,0.0,35
143,22,25,6.368373233077321e-35,C,1.3951347158922098e-21,12,0.5027517676353455,2,2.9451551782371624e-34,35
144,28,30,6.92517687639338e-08,C,5.118393264780252e-09,12,0.47072258591651917,2,0.0,35
145,34,36,5.767334698703053e-08,C,2.0226450722637956e-12,12,0.8014299869537354,2,0.0,35
146,13,15,2.542156207763213e-10,C,8.078111747231165e-13,13,2.542156207763213e-10,(,0.0,36
147,21,25,1.0807699254655745e-05,C,1.2379774939549892e-12,15,0.005823590327054262,),3.819085048206716e-10,36
148,28,31,6.408173794625327e-05,C,4.519777576206252e-05,29,0.014212315902113914,=,0.014212315902113914,36
149,6,8,1.0067207791880797e-23,C,7.166484701050035e-27,6,1.0067207791880797e-23,(,0.0,37
150,19,22,1.212114586479629e-08,C,3.742023935160432e-08,7,0.0008597595151513815,Br,4.646753950510174e-06,37
151,4,6,0.002789510181173682,C,0.0011997041292488575,2,0.004260948859155178,=,0.0,38
152,15,20,0.0014975229278206825,C,0.0002235510473838076,1,0.036875881254673004,O,0.0030096275731921196,38
153,25,31,9.560896518934214e-10,C,1.488154044437806e-09,29,6.726523782418781e-09,=,1.407423866339741e-08,38
154,33,35,9.890737259289068e-27,C,3.0354674949920878e-21,20,0.9992581009864807,),0.0,38
155,11,16,1.688536547542853e-20,C,1.7219940175999525e-24,14,7.012318590980498e-18,1,7.013321133882912e-18,39
156,20,23,2.3624502419432314e-13,C,9.559847623805476e-14,15,0.964883029460907,F,2.6582449783041362e-11,39
157,25,27,1.9251747289672494e-06,C,5.711490757676074e-06,15,0.9989533424377441,F,0.0,39
158,28,30,1.0080466950057598e-07,),1.1300179542095279e-12,15,0.9857229590415955,F,0.0,39
159,33,36,1.2248327720953966e-06,C,4.975693741471332e-07,31,0.00029622207512147725,N,5.8206998801324517e-05,39
160,39,41,4.1111235304924776e-08,C,2.3766520484969078e-07,15,0.9944463968276978,F,0.0,39
161,42,44,2.1113758919000247e-07,),2.8815320547437295e-06,15,0.487916499376297,F,0.0,39
162,16,20,8.439352515432486e-12,C,5.7172085432034576e-15,18,3.548824878407686e-08,N,3.550691474174528e-08,40
163,28,30,5.570669011062046e-17,C,2.918608853208832e-17,16,0.6277219653129578,(,0.0,40
164,32,36,3.6797832763113547e-06,C,4.465854422375237e-11,16,0.9991082549095154,(,2.396915166347213e-10,40
165,17,20,5.49144241190902e-09,S,3.860749984596623e-06,16,3.860749984596623e-06,S,5.819053572331256e-10,41
166,21,24,1.1239099961812826e-07,),3.974416795671232e-09,13,1.3490662809090281e-07,1,2.2243065167515397e-09,41
167,28,31,1.9517002552237696e-23,C,5.343847122182775e-29,26,6.3539316270444285e-18,2,8.64154286522465e-24,41
168,37,41,8.153670592037088e-07,C,1.0175628379184912e-13,37,8.153670592037088e-07,(,1.2554408901355174e-11,41
169,43,45,3.406136173111918e-08,C,8.976636308943853e-06,42,8.976636308943853e-06,C,0.0,41
170,10,13,6.589081248804819e-23,S,1.643060031545763e-20,9,1.643060031545763e-20,S,1.2672861115758302e-22,42
171,14,17,9.535106038072172e-09,),3.0222388147649326e-08,9,8.211227964238788e-07,S,1.9662182992874477e-08,42
172,26,30,0.9999661445617676,C,3.775787733688307e-13,26,0.9999661445617676,(,7.318444353136833e-13,42
173,38,41,0.0002841530367732048,C,1.9674898794619367e-06,39,0.0009778718231245875,O,0.0009778718231245875,42
174,11,13,1.4350846899713332e-10,C,2.0035459254002104e-17,7,1.886067524381474e-09,1,0.0,43
175,9,15,2.7153565146341396e-17,N,2.755982001494579e-17,11,2.217004801963185e-09,(,2.2170798530396496e-09,43
176,17,20,1.6772749348267227e-29,C,3.9593204602136494e-29,15,1.4101065870519847e-09,),6.509896510335143e-26,43
177,29,33,4.099641946252651e-18,C,4.632297056415051e-20,30,1.4175747082845191e-06,N,2.669921741471626e-06,43
178,35,37,1.018843818201276e-07,C,1.2421442763255186e-09,22,0.0022769859060645103,S,0.0,43
179,38,40,8.966105724539375e-07,),7.551279423978485e-08,38,8.966105724539375e-07,(,0.0,43
180,2,4,5.605193857299268e-45,C,0.0,2,5.605193857299268e-45,(,0.0,44
181,6,8,3.760693407515493e-16,C,5.342262222873817e-12,3,7.144497971012242e-08,O,0.0,44
182,20,22,0.0,C,0.0,0,0.0,<bos>,0.0,44
183,24,27,2.220992882939754e-06,C,8.682971675000317e-09,21,0.25159576535224915,Cl,0.00019226389122195542,44
184,30,34,4.453617752364636e-10,C,2.7594337811921374e-14,21,0.00011437369539635256,Cl,9.344250315734826e-07,44
185,6,8,2.802596928649634e-45,C,0.0,6,2.802596928649634e-45,(,0.0,45
186,17,20,1.106774380438428e-19,C,1.4481532369167725e-22,15,2.225518891521111e-18,N,8.070479153228878e-19,45
187,22,24,0.0008862639078870416,C,0.00021631011622957885,19,0.0019212976330891252,O,0.0,45
188,34,38,2.924934278780711e-06,C,1.0597162036773966e-11,7,0.9949321150779724,Cl,3.766519984793604e-09,45
189,41,43,1.8130510981428927e-10,C,2.306811642746598e-12,7,0.9999902248382568,Cl,0.0,45
190,5,8,1.481781629070283e-31,C,1.3579967842041175e-31,1,3.064063104534239e-18,F,8.608265901925452e-27,46
191,13,19,5.226920376317467e-18,N,2.21948119683251e-19,16,6.69495834126534e-17,1,1.2282406545616902e-16,46
192,21,24,9.724338589895844e-17,C,3.531932504709928e-13,16,0.4950422942638397,1,1.6404934322870185e-14,46
193,27,29,0.00013099273201078176,C,1.3924805319226463e-12,25,0.8221948146820068,O,0.0,46
194,30,32,2.6388048013359366e-07,),3.6120936797168213e-10,24,0.6114873886108398,),0.0,46
195,4,7,2.072919146274927e-23,S,2.333566173098022e-21,5,4.817921959647563e-21,=,4.817921959647563e-21,47
196,8,10,0.018640294671058655,),0.006462921854108572,3,0.09581778198480606,S,0.0,47
197,14,16,0.0035135794896632433,C,3.978769018431194e-05,14,0.0035135794896632433,(,0.0,47
198,27,31,1.0,C,1.536522317071692e-26,27,1.0,(,2.1801460718473423e-26,47
199,33,35,0.0,C,0.0,19,0.9999986886978149,2,0.0,47
200,14,19,1.0,1,1.6841432762260133e-12,14,1.0,(,5.478141018313506e-25,48
201,21,24,3.9706153157769095e-19,C,4.7686618206547223e-17,14,0.7866038084030151,(,4.5841977911983186e-15,48
202,3,5,5.708552297534197e-09,C,5.484229298794745e-17,3,5.708552297534197e-09,(,0.0,49
203,15,19,0.00012034943938488141,C,3.4061073961311195e-07,3,0.02238268032670021,(,2.1636999747443042e-08,49
204,23,26,3.488311636073993e-12,C,3.651657714951644e-15,21,4.9344448527222085e-09,N,2.375216689998183e-09,49
205,33,37,3.757918705105112e-07,C,7.759039363008924e-06,31,0.002861378248780966,O,1.2994568976409937e-08,49
206,12,16,0.9999490976333618,C,7.435616047033779e-15,12,0.9999490976333618,(,5.46203171580828e-09,50
207,19,22,2.8672119899171096e-24,C,1.1574792322151447e-29,17,2.373469786909977e-23,N,1.9797900143368793e-23,50
208,30,32,0.0,C,0.0,0,0.0,<bos>,0.0,50
209,9,15,6.594926861558381e-12,C,1.0429425199983897e-14,1,1.4633481093540013e-09,Br,1.9867010814245134e-11,51
210,17,20,7.93519028263745e-09,S,1.3025848843994936e-08,16,1.3025848843994936e-08,S,6.901327287422987e-10,51
211,21,24,1.982622557241804e-17,),3.3289792762329218e-18,1,1.8447703352972647e-14,Br,8.017699860269167e-19,51
212,10,16,1.478589894431906e-18,C,8.388953156402398e-21,2,9.555134732486953e-14,O,6.454879796088334e-15,52
213,18,21,1.9599988068894305e-21,C,1.3665856069867399e-18,16,1.8405430373794908e-17,),2.234021367946444e-21,52
214,27,31,1.0673555095319642e-10,C,2.4046794069865207e-11,15,0.9986122846603394,Br,2.4547611587877327e-07,52
215,33,35,1.8539052468202234e-15,C,7.095234095562814e-22,15,1.0,Br,0.0,52
216,11,15,0.40784329175949097,C,0.0008446224383078516,11,0.40784329175949097,(,0.012834129855036736,53
217,17,19,9.064303594641387e-05,C,0.0001905009848996997,2,0.7741798758506775,O,0.0,53
218,21,24,4.2002824287255824e-13,N,2.4850896807038225e-05,19,0.0007898597395978868,),7.684279102783409e-13,53
219,26,29,0.0018584014615043998,C,0.0010977338533848524,24,0.019040703773498535,),0.0023154907394200563,53
220,8,12,0.0,1,0.0,10,1.0,#,1.0,54
221,14,16,1.0961705455350407e-24,N,2.421270340145301e-23,10,1.0,#,0.0,54
222,18,21,3.722262673287474e-21,S,1.3789674824238318e-07,17,1.3789674824238318e-07,S,7.164380857347346e-19,54
223,22,25,1.1696998925003754e-10,),2.334007986881659e-10,10,0.8362748026847839,#,1.31689160986527e-13,54
224,6,8,2.802596928649634e-45,C,0.0,6,2.802596928649634e-45,(,0.0,55
225,22,25,1.119163283287267e-26,C,3.200378350057224e-30,23,1.2008179417185086e-14,O,1.2008179417185086e-14,55
226,32,34,0.0,C,0.0,0,0.0,<bos>,0.0,55
227,36,39,2.1936723548776627e-09,C,6.741284180183937e-12,36,2.1936723548776627e-09,(,6.635663130083458e-10,55
228,8,11,6.83354155626148e-05,N,1.2739341400447302e-05,8,6.83354155626148e-05,(,3.494836064987794e-08,56
229,13,16,4.7570187675644286e-20,C,6.179069871926661e-21,14,1.8346818423540932e-18,=,1.8346818423540932e-18,56
230,11,14,1.3991365858073793e-19,S,9.834674557443067e-17,10,9.834674557443067e-17,S,1.2559350781621992e-19,57
231,15,18,1.2340030330904028e-08,),8.272502327599796e-08,10,4.789732770404953e-07,S,2.5868525099781436e-09,57
232,26,28,3.6654215218590025e-09,C,8.938390583246303e-10,10,0.0007649138569831848,S,0.0,57
233,4,7,0.00022624425764661282,C,1.9185159545798058e-32,4,0.00022624425764661282,(,1.7806367540027247e-24,58
234,9,12,8.835186817567972e-42,C,0.0,10,1.5845938895954618e-28,=,1.5845938895954618e-28,58
235,20,25,2.5779353762800383e-08,C,1.7737337477691933e-13,13,4.4184965020122036e-08,C,3.885569088701857e-10,58
236,27,30,1.0095669285144532e-30,S,4.259167740938914e-30,26,4.259167740938914e-30,S,4.063444358024176e-30,58
237,31,34,1.2463571841259125e-10,),2.429121140345991e-11,31,1.2463571841259125e-10,(,4.010080115190995e-11,58
238,5,8,3.467789150162367e-33,S,6.755970404232369e-31,4,6.755970404232369e-31,S,8.679822735822924e-34,59
239,9,12,2.3296781616861136e-22,),1.7153086186434307e-22,10,6.945959902842887e-22,=,6.945959902842887e-22,59
240,4,6,0.006780711002647877,N,0.02458389662206173,3,0.02458389662206173,N,0.0,60
241,17,20,8.955657017443179e-19,S,3.121728136407098e-13,16,3.121728136407098e-13,S,8.990155618865468e-20,60
242,21,24,4.1249084009598036e-11,),5.600421792983923e-10,16,2.610188065688135e-09,S,4.430313060854729e-11,60
243,30,33,1.7079565572172134e-13,N,7.339077262580318e-11,12,0.9784939289093018,1,1.0945572790146962e-12,60
244,8,11,2.517447513471216e-13,C,1.7434230337407008e-16,9,3.8196801277479153e-10,O,3.8196801277479153e-10,61
245,19,23,6.911403716003406e-08,C,8.787185389047547e-12,21,0.004902315326035023,#,0.004902315326035023,61
246,25,27,2.0931940661371124e-34,N,8.615401604636031e-33,21,1.0,#,0.0,61
247,29,32,6.929584089510521e-20,C,3.3562225294840797e-21,21,0.9999998807907104,#,1.6089594784815218e-19,61
248,8,12,0.0002818442299030721,N,0.0014373458689078689,7,0.0014373458689078689,N,0.00023253646213561296,62
249,14,17,6.754052744611588e-19,C,1.8766615718650633e-21,15,1.77757169640485e-16,=,1.77757169640485e-16,62
250,25,30,0.005314405541867018,C,3.2298517908202484e-05,25,0.005314405541867018,(,0.0011825000401586294,62
251,32,34,0.3884243369102478,C,4.299474909430501e-08,25,0.4183734357357025,(,0.0,62
252,35,37,4.928634371026419e-05,),4.7873760195216164e-05,25,0.000509532168507576,(,0.0,62
253,8,10,1.141568078544246e-18,C,1.607212512567096e-25,8,1.141568078544246e-18,(,0.0,63
254,17,20,2.0699260361300986e-10,C,1.4059516354955615e-13,10,1.1756974771515161e-07,),7.596122619801804e-10,63
255,27,35,2.9853180629533585e-26,C,1.7115572401532e-29,33,1.032094230229725e-14,=,1.0340607866233652e-14,63
256,42,44,6.415582505064759e-31,C,3.2252543966081956e-32,27,3.3990370458094677e-29,(,0.0,63
